Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Student-Athlete Meals (Non-Travel),Excess Transfers Back,Total Coaching Severance,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,"Facilities, Debt Service, and Equipment",Coaches Compensation,Non-Coaching Athletics Staff Compensation,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,"Conference/NCAA Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
University of Akron,200800,2005,Football Bowl Subdivision,Mid-American Conference,"$13,896,456.00 ",,$0.00 ,"$35,000.00 ","$1,696,854.00 ","$107,619.00 ","$112,662.00 ","$441,066.00 ","$1,001,301.00 ","$1,476,245.00 ","$2,065,573.00 ","$2,558,421.00 ","$4,401,715.00 ","$14,021,914.00 ","$807,053.00 ","$136,063.00 ","$452,109.00 ","$725,500.00 ","$1,242,504.00 ","$386,375.00 ","$12,695.00 "
University of Akron,200800,2006,Football Bowl Subdivision,Mid-American Conference,"$15,751,464.00 ",,$0.00 ,$0.00 ,"$1,990,643.00 ","$197,928.00 ","$183,082.00 ","$643,514.00 ","$1,253,525.00 ","$1,485,703.00 ","$2,577,264.00 ","$2,417,242.00 ","$5,002,563.00 ","$15,301,573.00 ","$1,160,486.00 ",$0.00 ,"$763,188.00 ","$606,500.00 ","$976,612.00 ","$622,630.00 ","$4,220.00 "
University of Akron,200800,2007,Football Bowl Subdivision,Mid-American Conference,"$16,992,718.00 ",,$0.00 ,$0.00 ,"$1,747,104.00 ","$187,823.00 ","$497,500.00 ","$645,451.00 ","$1,115,584.00 ","$1,572,457.00 ","$3,046,040.00 ","$2,957,344.00 ","$5,223,415.00 ","$17,308,323.00 ","$1,055,784.00 ","$146,500.00 ","$492,540.00 ","$903,600.00 ","$1,072,630.00 ","$759,711.00 ","$9,584.00 "
University of Akron,200800,2008,Football Bowl Subdivision,Mid-American Conference,"$18,858,092.00 ",,$0.00 ,$0.00 ,"$2,291,881.00 ","$155,359.00 ","$391,532.00 ","$738,979.00 ","$1,407,315.00 ","$1,503,597.00 ","$3,133,410.00 ","$3,701,252.00 ","$5,534,767.00 ","$18,711,948.00 ","$1,250,815.00 ","$352,650.00 ","$737,381.00 ","$856,500.00 ","$915,359.00 ","$785,310.00 ","$553,973.00 "
University of Akron,200800,2009,Football Bowl Subdivision,Mid-American Conference,"$20,124,113.00 ",,$0.00 ,$0.00 ,"$2,377,898.00 ","$201,027.00 ","$465,500.00 ","$655,737.00 ","$1,864,745.00 ","$1,648,853.00 ","$4,038,754.00 ","$3,369,875.00 ","$5,501,724.00 ","$20,670,298.00 ","$1,226,243.00 ","$447,732.00 ","$538,450.00 ","$1,194,208.00 ","$954,340.00 ","$666,529.00 ","$18,779.00 "
University of Akron,200800,2010,Football Bowl Subdivision,Mid-American Conference,"$24,498,336.00 ",,$0.00 ,$0.00 ,"$3,340,906.00 ","$253,662.00 ","$797,411.00 ","$370,438.00 ","$2,074,346.00 ","$2,925,693.00 ","$4,789,524.00 ","$4,106,161.00 ","$5,840,195.00 ","$24,012,416.00 ","$1,486,941.00 ","$600,943.00 ","$1,269,290.00 ","$849,500.00 ","$1,008,452.00 ","$1,533,516.00 ","$1,063,863.00 "
University of Akron,200800,2011,Football Bowl Subdivision,Mid-American Conference,"$25,344,459.00 ",,$0.00 ,$0.00 ,"$3,369,477.00 ","$265,521.00 ","$666,805.00 ","$491,102.00 ","$2,314,699.00 ","$3,267,352.00 ","$4,725,556.00 ","$4,346,349.00 ","$5,897,598.00 ","$25,583,730.00 ","$1,327,181.00 ","$595,764.00 ","$1,051,880.00 ","$752,500.00 ","$1,312,318.00 ","$1,187,709.00 ","$1,658,078.00 "
University of Akron,200800,2012,Football Bowl Subdivision,Mid-American Conference,"$27,225,730.00 ",,$0.00 ,$0.00 ,"$3,669,844.00 ","$526,678.00 ","$723,120.00 ","$432,540.00 ","$2,299,464.00 ","$3,293,767.00 ","$5,700,372.00 ","$4,475,131.00 ","$6,104,814.00 ","$27,217,473.00 ","$1,653,916.00 ","$639,079.00 ","$1,043,294.00 ","$1,441,589.00 ","$1,470,334.00 ","$1,623,296.00 ","$1,647,665.00 "
University of Akron,200800,2013,Football Bowl Subdivision,Mid-American Conference,"$28,407,737.00 ",,$0.00 ,$0.00 ,"$3,330,007.00 ","$406,228.00 ","$760,500.00 ","$480,188.00 ","$2,447,798.00 ","$3,694,266.00 ","$5,734,861.00 ","$4,777,821.00 ","$6,776,068.00 ","$27,954,164.00 ","$1,616,917.00 ","$765,898.00 ","$1,126,953.00 ","$1,026,000.00 ","$1,471,783.00 ","$1,177,127.00 ","$1,660,331.00 "
University of Akron,200800,2014,Football Bowl Subdivision,Mid-American Conference,"$32,050,686.00 ",,$0.00 ,$0.00 ,"$3,405,722.00 ","$369,045.00 ","$660,500.00 ","$431,287.00 ","$2,637,949.00 ","$7,197,186.00 ","$5,625,976.00 ","$4,882,163.00 ","$6,840,858.00 ","$32,774,266.00 ","$1,535,627.00 ","$971,746.00 ","$2,076,146.00 ","$1,310,500.00 ","$2,538,667.00 ","$1,687,563.00 ","$22,654,017.00 "
University of Akron,200800,2015,Football Bowl Subdivision,Mid-American Conference,"$34,070,009.00 ",,$0.00 ,$0.00 ,"$3,535,081.00 ","$389,867.00 ","$905,688.00 ","$444,036.00 ","$2,738,155.00 ","$7,826,981.00 ","$5,903,700.00 ","$5,203,639.00 ","$7,122,862.00 ","$31,771,467.00 ","$1,650,808.00 ","$908,420.00 ","$2,288,565.00 ","$1,067,426.00 ","$2,669,005.00 ","$1,068,663.00 ","$22,118,580.00 "
University of Akron,200800,2016,Football Bowl Subdivision,Mid-American Conference,"$35,378,884.00 ",$0.00 ,$0.00 ,$0.00 ,"$2,844,027.00 ","$459,112.00 ","$818,151.00 ","$464,521.00 ","$4,081,137.00 ","$8,978,009.00 ","$6,108,320.00 ","$4,377,432.00 ","$7,248,175.00 ","$34,587,155.00 ","$1,663,237.00 ","$905,402.00 ","$1,981,146.00 ","$1,287,000.00 ","$3,266,288.00 ","$1,670,805.00 ","$23,813,277.00 "
University of Akron,200800,2017,Football Bowl Subdivision,Mid-American Conference,"$33,895,809.00 ",$0.00 ,$0.00 ,$0.00 ,"$3,171,855.00 ","$393,302.00 ","$777,000.00 ","$507,238.00 ","$3,113,059.00 ","$8,117,030.00 ","$6,137,271.00 ","$4,428,403.00 ","$7,250,651.00 ","$35,331,217.00 ","$1,385,122.00 ","$922,752.00 ","$2,094,500.00 ","$1,441,000.00 ","$3,878,597.00 ","$968,083.00 ","$24,641,163.00 "
University of Akron,200800,2018,Football Bowl Subdivision,Mid-American Conference,"$34,873,226.00 ",$0.00 ,$0.00 ,$0.00 ,"$3,448,851.00 ","$459,380.00 ","$780,850.00 ","$613,074.00 ","$3,546,994.00 ","$8,209,717.00 ","$6,087,874.00 ","$4,749,812.00 ","$6,976,674.00 ","$34,601,000.00 ","$1,321,247.00 ","$967,925.00 ","$1,874,458.00 ","$1,295,512.00 ","$3,470,939.00 ","$1,381,580.00 ","$24,289,339.00 "
University of Akron,200800,2019,Football Bowl Subdivision,Mid-American Conference,"$37,275,978.00 ","$517,191.00 ",$0.00 ,"$527,590.00 ","$4,025,793.00 ","$717,468.00 ","$623,500.00 ","$697,176.00 ","$3,304,181.00 ","$8,598,048.00 ","$6,525,843.00 ","$5,004,282.00 ","$6,734,906.00 ","$37,194,485.00 ","$1,425,548.00 ","$892,226.00 ","$1,832,215.00 ","$3,366,000.00 ","$2,933,332.00 ","$733,786.00 ","$26,011,378.00 "
University of Akron,200800,2020,Football Bowl Subdivision,Mid-American Conference,"$33,564,968.00 ","$441,659.00 ",$0.00 ,"$315,180.00 ","$2,790,361.00 ","$699,225.00 ","$467,000.00 ","$518,599.00 ","$2,559,486.00 ","$7,682,406.00 ","$6,500,881.00 ","$5,075,944.00 ","$6,514,227.00 ","$34,130,530.00 ","$773,826.00 ","$873,354.00 ","$2,009,326.00 ","$1,366,500.00 ","$2,527,989.00 ","$1,297,149.00 ","$25,282,386.00 "
University of Akron,200800,2021,Football Bowl Subdivision,Mid-American Conference,"$25,667,906.00 ","$293,737.00 ",$0.00 ,"$166,063.00 ","$1,439,598.00 ","$673,110.00 ","$13,500.00 ","$93,128.00 ","$1,292,149.00 ","$7,437,959.00 ","$5,681,179.00 ","$2,922,080.00 ","$5,655,403.00 ","$26,562,185.00 ","$439,072.00 ","$617,046.00 ","$1,681,255.00 ",$0.00 ,"$3,234,846.00 ","$4,685.00 ","$20,585,281.00 "
University of Akron,200800,2022,Football Bowl Subdivision,Mid-American Conference,"$30,290,134.00 ","$452,529.00 ",$0.00 ,"$196,010.00 ","$2,006,420.00 ","$737,935.00 ","$645,500.00 ","$407,278.00 ","$2,457,520.00 ","$8,008,417.00 ","$6,051,164.00 ","$3,760,260.00 ","$5,567,101.00 ","$30,498,496.00 ","$649,340.00 ","$792,584.00 ","$1,713,256.00 ","$3,646,500.00 ","$3,171,478.00 ","$552,228.00 ","$19,973,110.00 "
University of Akron,200800,2023,Football Bowl Subdivision,Mid-American Conference,"$30,290,134.00 ","$452,529.00 ",$0.00 ,"$196,010.00 ","$2,006,420.00 ","$737,935.00 ","$645,500.00 ","$407,278.00 ","$2,457,520.00 ","$8,008,417.00 ","$6,051,164.00 ","$3,760,260.00 ","$5,567,101.00 ","$30,498,496.00 ","$649,340.00 ","$792,584.00 ","$1,713,256.00 ","$3,646,500.00 ","$3,171,478.00 ","$552,228.00 ","$19,973,110.00 "
University of Akron,200800,2024,Football Bowl Subdivision,Mid-American Conference,"$34,998,430.00 ","$481,716.00 ",$0.00 ,$0.00 ,"$2,721,302.00 ","$904,693.00 ","$435,500.00 ","$703,965.00 ","$3,522,622.00 ","$9,011,633.00 ","$7,201,667.00 ","$3,854,538.00 ","$6,160,794.00 ","$36,557,687.00 ","$1,225,409.00 ","$888,092.00 ","$3,509,950.00 ","$2,209,580.00 ","$3,725,215.00 ","$592,875.00 ","$24,406,566.00 "
Bowling Green State University,201441,2005,Football Bowl Subdivision,Mid-American Conference,"$16,411,529.00 ",,$0.00 ,$0.00 ,"$2,791,427.00 ","$149,008.00 ","$131,500.00 ","$314,778.00 ","$1,362,820.00 ","$2,453,667.00 ","$2,789,826.00 ","$2,016,430.00 ","$4,402,073.00 ","$16,809,396.00 ","$1,401,049.00 ","$616,352.00 ","$2,170,382.00 ","$656,000.00 ","$994,117.00 ","$910,131.00 ","$1,474,250.00 "
Bowling Green State University,201441,2006,Football Bowl Subdivision,Mid-American Conference,"$17,200,166.00 ",,$0.00 ,,"$2,315,014.00 ","$162,337.00 ","$107,166.00 ","$348,932.00 ","$1,334,574.00 ","$3,085,423.00 ","$2,934,875.00 ","$2,129,700.00 ","$4,782,145.00 ","$17,615,851.00 ","$1,342,963.00 ","$594,163.00 ","$4,549,215.00 ","$620,000.00 ","$727,285.00 ","$1,009,163.00 ","$148,873.00 "
Bowling Green State University,201441,2007,Football Bowl Subdivision,Mid-American Conference,"$17,132,784.00 ",,$0.00 ,,"$1,940,312.00 ","$170,861.00 ","$203,697.00 ","$371,906.00 ","$1,411,348.00 ","$2,460,889.00 ","$3,287,864.00 ","$2,248,428.00 ","$5,037,479.00 ","$19,995,372.00 ","$1,214,453.00 ","$598,419.00 ","$4,642,670.00 ","$1,050,000.00 ","$792,687.00 ","$1,068,708.00 ","$1,846,260.00 "
Bowling Green State University,201441,2008,Football Bowl Subdivision,Mid-American Conference,"$17,789,360.00 ",,$0.00 ,,"$1,697,410.00 ","$127,610.00 ","$149,000.00 ","$378,557.00 ","$2,025,311.00 ","$2,201,864.00 ","$3,495,931.00 ","$2,336,571.00 ","$5,377,106.00 ","$19,387,291.00 ","$1,408,388.00 ","$876,206.00 ","$2,917,591.00 ","$1,049,500.00 ","$1,022,593.00 ","$1,141,756.00 ","$1,982,653.00 "
Bowling Green State University,201441,2009,Football Bowl Subdivision,Mid-American Conference,"$18,138,104.00 ",,$0.00 ,$0.00 ,"$2,142,052.00 ","$111,472.00 ","$238,500.00 ","$377,267.00 ","$1,645,560.00 ","$2,221,241.00 ","$3,779,236.00 ","$2,481,012.00 ","$5,141,764.00 ","$17,814,168.00 ","$1,202,610.00 ","$485,412.00 ","$999,410.00 ","$756,500.00 ","$900,326.00 ","$1,555,220.00 ","$2,707,086.00 "
Bowling Green State University,201441,2010,Football Bowl Subdivision,Mid-American Conference,"$17,850,240.00 ",,$0.00 ,$0.00 ,"$1,202,757.00 ","$192,330.00 ","$476,000.00 ","$357,208.00 ","$1,626,136.00 ","$2,403,805.00 ","$3,839,743.00 ","$2,435,600.00 ","$5,316,661.00 ","$18,850,778.00 ","$954,627.00 ","$503,047.00 ","$2,925,651.00 ","$547,000.00 ","$1,217,476.00 ","$1,114,805.00 ","$2,090,911.00 "
Bowling Green State University,201441,2011,Football Bowl Subdivision,Mid-American Conference,"$18,031,088.00 ",,$0.00 ,$0.00 ,"$1,038,791.00 ","$196,434.00 ","$290,000.00 ","$408,781.00 ","$1,532,903.00 ","$3,204,011.00 ","$3,792,853.00 ","$1,900,808.00 ","$5,666,507.00 ","$20,157,361.00 ","$1,065,316.00 ","$395,461.00 ","$2,157,827.00 ","$1,250,000.00 ","$1,244,172.00 ","$1,192,670.00 ","$2,174,940.00 "
Bowling Green State University,201441,2012,Football Bowl Subdivision,Mid-American Conference,"$18,387,277.00 ",,$0.00 ,,"$835,001.00 ","$195,876.00 ","$494,500.00 ","$341,097.00 ","$1,303,043.00 ","$3,008,377.00 ","$4,352,340.00 ","$2,308,483.00 ","$5,548,560.00 ","$20,731,957.00 ","$1,245,410.00 ","$597,601.00 ","$911,454.00 ","$921,000.00 ","$1,199,178.00 ","$1,370,319.00 ","$2,242,644.00 "
Bowling Green State University,201441,2013,Football Bowl Subdivision,Mid-American Conference,"$20,701,488.00 ",,$0.00 ,$0.00 ,"$1,161,910.00 ","$200,802.00 ","$634,500.00 ","$495,576.00 ","$1,988,057.00 ","$3,612,193.00 ","$4,168,964.00 ","$2,997,305.00 ","$5,442,181.00 ","$23,611,448.00 ","$1,511,755.00 ","$476,822.00 ","$1,258,174.00 ","$1,725,000.00 ","$2,460,592.00 ","$1,862,294.00 ","$1,908,418.00 "
Bowling Green State University,201441,2014,Football Bowl Subdivision,Mid-American Conference,"$23,306,965.00 ",,$0.00 ,$0.00 ,"$2,831,008.00 ","$141,932.00 ","$549,500.00 ","$361,417.00 ","$2,166,457.00 ","$3,744,410.00 ","$4,721,086.00 ","$3,022,750.00 ","$5,768,405.00 ","$23,469,664.00 ","$1,557,585.00 ","$661,333.00 ","$1,452,756.00 ","$1,205,055.00 ","$1,957,702.00 ","$1,912,792.00 ","$2,003,838.00 "
Bowling Green State University,201441,2015,Football Bowl Subdivision,Mid-American Conference,"$21,823,070.00 ",,$0.00 ,$0.00 ,"$2,207,431.00 ","$174,382.00 ","$722,773.00 ","$428,618.00 ","$2,036,759.00 ","$1,835,072.00 ","$4,966,599.00 ","$3,534,962.00 ","$5,916,474.00 ","$21,824,966.00 ","$735,219.00 ","$420,565.00 ","$2,151,989.00 ","$1,030,900.00 ","$2,508,101.00 ","$2,070,484.00 ","$307,708.00 "
Bowling Green State University,201441,2016,Football Bowl Subdivision,Mid-American Conference,"$23,719,835.00 ","$166,319.00 ",$0.00 ,$0.00 ,"$579,014.00 ","$341,762.00 ","$420,500.00 ","$520,197.00 ","$2,985,194.00 ","$3,324,721.00 ","$5,603,271.00 ","$3,256,060.00 ","$6,522,797.00 ","$22,836,309.00 ","$776,665.00 ","$429,384.00 ","$2,068,269.00 ","$2,164,920.00 ","$2,868,376.00 ","$2,000,333.00 ",$0.00 
Bowling Green State University,201441,2017,Football Bowl Subdivision,Mid-American Conference,"$23,753,571.00 ","$51,907.00 ",$0.00 ,$0.00 ,"$1,981,092.00 ","$330,359.00 ","$706,000.00 ","$500,880.00 ","$2,940,442.00 ","$1,465,492.00 ","$5,233,069.00 ","$3,878,097.00 ","$6,666,233.00 ","$25,303,291.00 ","$717,330.00 ","$631,043.00 ","$2,192,521.00 ","$1,026,846.00 ","$2,911,518.00 ","$1,941,787.00 ","$3,228,600.00 "
Bowling Green State University,201441,2018,Football Bowl Subdivision,Mid-American Conference,"$24,393,090.00 ","$157,523.00 ",$0.00 ,$0.00 ,"$1,907,644.00 ","$378,457.00 ","$722,500.00 ","$526,245.00 ","$2,670,834.00 ","$1,246,017.00 ","$5,825,271.00 ","$3,981,858.00 ","$6,976,741.00 ","$24,673,957.00 ","$407,474.00 ","$561,551.00 ","$1,911,442.00 ","$2,020,479.00 ","$3,882,475.00 ","$1,870,354.00 ","$1,240,000.00 "
Bowling Green State University,201441,2019,Football Bowl Subdivision,Mid-American Conference,"$25,780,900.00 ","$200,589.00 ",$0.00 ,"$431,310.00 ","$1,970,270.00 ","$406,748.00 ","$670,164.00 ","$624,947.00 ","$3,221,013.00 ","$1,548,021.00 ","$6,014,630.00 ","$3,804,505.00 ","$6,888,703.00 ","$26,001,184.00 ","$481,233.00 ","$553,302.00 ","$2,270,931.00 ","$1,984,880.00 ","$3,071,557.00 ","$2,014,099.00 ","$2,690,000.00 "
Bowling Green State University,201441,2020,Football Bowl Subdivision,Mid-American Conference,"$24,681,709.00 ","$182,389.00 ",$0.00 ,$0.00 ,"$1,950,666.00 ","$355,146.00 ","$689,000.00 ","$475,647.00 ","$2,981,361.00 ","$1,526,451.00 ","$6,111,013.00 ","$3,839,261.00 ","$6,570,775.00 ","$25,090,216.00 ","$384,133.00 ","$722,611.00 ","$1,945,444.00 ","$2,541,675.00 ","$2,662,471.00 ","$1,998,702.00 ","$1,500,000.00 "
Bowling Green State University,201441,2021,Football Bowl Subdivision,Mid-American Conference,"$20,119,961.00 ","$383,551.00 ",$0.00 ,$0.00 ,"$1,303,753.00 ","$208,007.00 ","$62,500.00 ","$94,146.00 ","$1,429,014.00 ","$1,048,146.00 ","$5,498,611.00 ","$3,586,069.00 ","$6,506,164.00 ","$20,238,705.00 ","$46,755.00 ","$603,656.00 ","$2,240,950.00 ","$303,745.00 ","$3,041,109.00 ","$311,914.00 ","$1,688,908.00 "
Bowling Green State University,201441,2022,Football Bowl Subdivision,Mid-American Conference,"$25,353,769.00 ","$466,106.00 ",$0.00 ,$0.00 ,"$2,532,910.00 ","$338,686.00 ","$562,500.00 ","$558,481.00 ","$2,532,747.00 ","$1,340,011.00 ","$6,082,885.00 ","$3,953,648.00 ","$6,985,795.00 ","$25,573,967.00 ","$459,721.00 ","$677,727.00 ","$2,880,313.00 ","$3,135,000.00 ","$3,459,719.00 ","$1,201,307.00 ","$425,000.00 "
Bowling Green State University,201441,2023,Football Bowl Subdivision,Mid-American Conference,"$30,154,915.00 ","$1,009,469.00 ",$0.00 ,"$483,108.00 ","$2,498,057.00 ","$347,683.00 ","$1,252,500.00 ","$729,074.00 ","$4,007,823.00 ","$1,617,319.00 ","$6,229,594.00 ","$4,636,253.00 ","$7,344,035.00 ","$30,310,123.00 ","$335,512.00 ","$832,140.00 ","$3,026,493.00 ","$2,540,500.00 ","$4,114,835.00 ","$1,430,463.00 ","$4,452,000.00 "
Bowling Green State University,201441,2024,Football Bowl Subdivision,Mid-American Conference,"$31,864,795.00 ","$1,198,082.00 ",$0.00 ,"$45,143.00 ","$2,973,691.00 ","$394,983.00 ","$453,500.00 ","$817,477.00 ","$4,069,595.00 ","$1,685,259.00 ","$6,745,896.00 ","$5,802,901.00 ","$7,678,268.00 ","$32,404,228.00 ","$450,779.00 ","$826,152.00 ","$2,756,510.00 ","$2,341,300.00 ","$4,217,805.00 ","$1,573,506.00 ","$6,260,000.00 "
University of Cincinnati,201885,2005,Football Bowl Subdivision,Conference USA,"$25,247,524.00 ",,$0.00 ,"$165,000.00 ","$5,097,469.00 ","$484,149.00 ","$792,402.00 ","$394,310.00 ","$3,603,808.00 ","$651,764.00 ","$4,823,884.00 ","$3,564,114.00 ","$5,670,624.00 ","$21,124,176.00 ","$1,230,520.00 ","$1,000,000.00 ","$4,636,229.00 ","$1,232,500.00 ","$3,492,095.00 ","$3,889,980.00 ","$5,642,852.00 "
University of Cincinnati,201885,2006,Football Bowl Subdivision,Big East Conference,"$28,872,741.00 ",,$0.00 ,"$3,208,942.00 ","$3,559,634.00 ","$646,407.00 ","$1,592,876.00 ","$505,869.00 ","$3,156,950.00 ","$1,104,912.00 ","$4,545,110.00 ","$4,545,567.00 ","$6,006,474.00 ","$22,099,791.00 ","$1,491,558.00 ","$1,108,857.00 ","$4,210,153.00 ","$1,323,000.00 ","$3,790,853.00 ","$4,451,586.00 ","$5,723,784.00 "
University of Cincinnati,201885,2007,Football Bowl Subdivision,Big East Conference,"$34,172,295.00 ",,$0.00 ,"$194,489.00 ","$5,981,608.00 ","$678,735.00 ","$1,562,819.00 ","$537,796.00 ","$3,160,520.00 ","$5,822,526.00 ","$5,482,021.00 ","$4,020,633.00 ","$6,731,148.00 ","$28,395,897.00 ","$2,706,906.00 ","$1,133,173.00 ","$3,886,636.00 ","$1,223,015.00 ","$4,992,106.00 ","$4,075,486.00 ","$10,378,575.00 "
University of Cincinnati,201885,2008,Football Bowl Subdivision,Big East Conference,"$36,369,715.00 ",,$0.00 ,$0.00 ,"$6,944,713.00 ","$762,245.00 ","$1,584,937.00 ","$512,742.00 ","$3,461,798.00 ","$5,723,300.00 ","$6,847,644.00 ","$3,864,396.00 ","$6,667,940.00 ","$32,281,546.00 ","$3,444,373.00 ","$1,167,037.00 ","$5,246,676.00 ","$1,049,500.00 ","$5,689,707.00 ","$4,984,749.00 ","$10,699,504.00 "
University of Cincinnati,201885,2009,Football Bowl Subdivision,Big East Conference,"$44,780,811.00 ",,$0.00 ,"$120,827.00 ","$8,271,160.00 ","$632,979.00 ","$1,402,808.00 ","$428,544.00 ","$5,221,209.00 ","$8,227,925.00 ","$7,622,572.00 ","$5,990,065.00 ","$6,862,722.00 ","$43,925,633.00 ","$3,435,826.00 ","$7,811,025.00 ","$5,619,573.00 ","$1,554,145.00 ","$7,527,311.00 ","$5,237,410.00 ","$12,740,343.00 "
University of Cincinnati,201885,2010,Football Bowl Subdivision,Big East Conference,"$43,478,383.00 ",,$0.00 ,"$30,095.00 ","$4,745,584.00 ","$820,428.00 ","$1,825,700.00 ","$544,607.00 ","$4,903,251.00 ","$8,687,976.00 ","$8,442,388.00 ","$6,599,324.00 ","$6,879,030.00 ","$40,920,893.00 ","$4,595,900.00 ","$1,471,722.00 ","$5,650,252.00 ","$858,500.00 ","$8,509,771.00 ","$6,377,284.00 ","$13,457,464.00 "
University of Cincinnati,201885,2011,Football Bowl Subdivision,Big East Conference,"$43,688,807.00 ",,$0.00 ,"$60,357.00 ","$5,462,022.00 ","$652,399.00 ","$1,992,167.00 ","$603,397.00 ","$3,873,632.00 ","$9,320,466.00 ","$8,116,654.00 ","$6,450,526.00 ","$7,157,187.00 ","$42,724,841.00 ","$3,235,626.00 ","$1,841,836.00 ","$5,848,897.00 ","$871,905.00 ","$7,731,939.00 ","$8,485,966.00 ","$14,708,672.00 "
University of Cincinnati,201885,2012,Football Bowl Subdivision,Big East Conference,"$49,868,204.00 ",,$0.00 ,"$129,116.00 ","$5,427,133.00 ","$305,751.00 ","$1,950,811.00 ","$669,045.00 ","$6,234,399.00 ","$11,651,094.00 ","$9,571,043.00 ","$6,508,006.00 ","$7,421,806.00 ","$48,892,291.00 ","$4,186,711.00 ","$2,991,650.00 ","$6,218,816.00 ","$1,599,000.00 ","$9,288,044.00 ","$8,098,155.00 ","$16,509,915.00 "
University of Cincinnati,201885,2013,Football Bowl Subdivision,Big East Conference,"$59,540,002.00 ",,$0.00 ,"$504,007.00 ","$11,861,599.00 ","$464,588.00 ","$2,169,992.00 ","$740,279.00 ","$5,381,444.00 ","$12,907,797.00 ","$10,691,938.00 ","$6,659,431.00 ","$8,158,927.00 ","$61,915,431.00 ","$6,211,455.00 ","$4,616,394.00 ","$5,223,762.00 ","$4,043,296.00 ","$12,648,821.00 ","$7,416,843.00 ","$21,754,860.00 "
University of Cincinnati,201885,2014,Football Bowl Subdivision,American Athletic Conference,"$55,433,830.00 ",,$0.00 ,"$137,027.00 ","$11,072,366.00 ","$496,974.00 ","$1,473,383.00 ","$890,493.00 ","$5,789,656.00 ","$9,652,516.00 ","$13,707,453.00 ","$6,219,675.00 ","$5,994,287.00 ","$59,100,453.00 ","$3,873,037.00 ","$4,855,299.00 ","$5,239,292.00 ","$708,424.00 ","$10,095,329.00 ","$7,210,699.00 ","$27,118,373.00 "
University of Cincinnati,201885,2015,Football Bowl Subdivision,American Athletic Conference,"$51,717,370.00 ",,$0.00 ,"$75,029.00 ","$7,074,475.00 ","$578,600.00 ","$959,242.00 ","$867,878.00 ","$5,963,989.00 ","$9,779,331.00 ","$13,025,403.00 ","$7,101,795.00 ","$6,291,628.00 ","$52,536,185.00 ","$2,761,775.00 ","$5,067,441.00 ","$4,717,273.00 ","$395,000.00 ","$10,742,319.00 ","$5,670,248.00 ","$23,182,129.00 "
University of Cincinnati,201885,2016,Football Bowl Subdivision,American Athletic Conference,"$57,977,434.00 ","$403,333.00 ",$0.00 ,$0.00 ,"$6,362,939.00 ","$633,362.00 ","$1,258,473.00 ","$911,584.00 ","$6,855,155.00 ","$13,384,988.00 ","$13,207,181.00 ","$8,085,212.00 ","$6,875,207.00 ","$59,062,156.00 ","$5,208,783.00 ","$6,569,561.00 ","$4,662,582.00 ","$359,414.00 ","$9,588,122.00 ","$7,781,571.00 ","$24,892,123.00 "
University of Cincinnati,201885,2017,Football Bowl Subdivision,American Athletic Conference,"$62,804,292.00 ","$491,112.00 ",$0.00 ,"$2,102,822.00 ","$8,094,066.00 ","$513,432.00 ","$1,425,910.00 ","$906,024.00 ","$6,424,694.00 ","$13,051,450.00 ","$12,191,506.00 ","$8,290,723.00 ","$9,312,553.00 ","$60,458,195.00 ","$5,911,184.00 ","$6,706,715.00 ","$4,019,074.00 ","$357,600.00 ","$9,297,295.00 ","$7,420,821.00 ","$26,745,506.00 "
University of Cincinnati,201885,2018,Football Bowl Subdivision,American Athletic Conference,"$64,755,303.00 ","$510,344.00 ",$0.00 ,"$307,578.00 ","$9,485,445.00 ","$484,195.00 ","$1,432,846.00 ","$856,882.00 ","$6,574,434.00 ","$14,479,552.00 ","$12,434,108.00 ","$8,279,694.00 ","$9,910,225.00 ","$61,778,960.00 ","$5,266,152.00 ","$6,449,904.00 ","$4,509,851.00 ","$1,261,615.00 ","$8,604,987.00 ","$6,447,711.00 ","$29,238,740.00 "
