gameid,season,seasontype,startdate,team,conference,opponent,opponentconference,seasonlabel,tournament,starttimetbd,teamid,teamseed,opponentid,opponentseed,neutralsite,ishome,conferencegame,gametype,notes
83200,2012,regular,2012-03-06T00:00:00.000Z,North Texas,Sun Belt,Arkansas State,Sun Belt,20112012,,False,204,,13,,True,True,True,TRNMNT,
83200,2012,regular,2012-03-06T00:00:00.000Z,Arkansas State,Sun Belt,North Texas,Sun Belt,20112012,,False,13,,204,,True,False,True,TRNMNT,
83201,2012,regular,2012-03-06T00:00:00.000Z,Oral Roberts,Summit,Western Illinois,Summit,20112012,,False,222,,349,,True,True,True,TRNMNT,
83201,2012,regular,2012-03-06T00:00:00.000Z,Western Illinois,Summit,Oral Roberts,Summit,20112012,,False,349,,222,,True,False,True,TRNMNT,
83202,2012,regular,2012-03-06T00:00:00.000Z,Bowling Green,MAC,Central Michigan,MAC,20112012,,False,28,,45,,False,True,True,TRNMNT,
83202,2012,regular,2012-03-06T00:00:00.000Z,Central Michigan,MAC,Bowling Green,MAC,20112012,,False,45,,28,,False,False,True,TRNMNT,
83203,2012,regular,2012-03-06T02:00:00.000Z,Saint Mary's,WCC,Gonzaga,WCC,20112012,,False,253,,102,,True,True,True,TRNMNT,
83203,2012,regular,2012-03-06T02:00:00.000Z,Gonzaga,WCC,Saint Mary's,WCC,20112012,,False,102,,253,,True,False,True,TRNMNT,
83204,2012,regular,2012-03-06T02:00:00.000Z,Davidson,SoCon,Western Carolina,SoCon,20112012,,False,63,,348,,True,True,True,TRNMNT,
83204,2012,regular,2012-03-06T02:00:00.000Z,Western Carolina,SoCon,Davidson,SoCon,20112012,,False,348,,63,,True,False,True,TRNMNT,
83205,2012,regular,2012-03-06T02:30:00.000Z,South Dakota State,Summit,Southern Utah,Summit,20112012,,False,270,,276,,True,True,True,TRNMNT,
83205,2012,regular,2012-03-06T02:30:00.000Z,Southern Utah,Summit,South Dakota State,Summit,20112012,,False,276,,270,,True,False,True,TRNMNT,
83206,2012,regular,2012-03-06T02:30:00.000Z,Denver,Sun Belt,Western Kentucky,Sun Belt,20112012,,False,68,,350,,True,True,True,TRNMNT,
83206,2012,regular,2012-03-06T02:30:00.000Z,Western Kentucky,Sun Belt,Denver,Sun Belt,20112012,,False,350,,68,,True,False,True,TRNMNT,
83207,2012,regular,2012-03-06T16:00:00.000Z,Hampton,MEAC,Morgan State,MEAC,20112012,,False,106,,182,,True,True,True,TRNMNT,
83207,2012,regular,2012-03-06T16:00:00.000Z,Morgan State,MEAC,Hampton,MEAC,20112012,,False,182,,106,,True,False,True,TRNMNT,
83208,2012,regular,2012-03-06T17:00:00.000Z,UConn,Big East,DePaul,Big East,20112012,,False,314,,65,,True,True,True,TRNMNT,
83208,2012,regular,2012-03-06T17:00:00.000Z,DePaul,Big East,UConn,Big East,20112012,,False,65,,314,,True,False,True,TRNMNT,
83209,2012,regular,2012-03-06T18:30:00.000Z,North Carolina A&T,MEAC,Howard,MEAC,20112012,,False,198,,114,,True,True,True,TRNMNT,
83209,2012,regular,2012-03-06T18:30:00.000Z,Howard,MEAC,North Carolina A&T,MEAC,20112012,,False,114,,198,,True,False,True,TRNMNT,
83210,2012,regular,2012-03-06T19:00:00.000Z,St. John's,Big East,Pittsburgh,Big East,20112012,,False,279,,229,,False,True,True,TRNMNT,
83210,2012,regular,2012-03-06T19:00:00.000Z,Pittsburgh,Big East,St. John's,Big East,20112012,,False,229,,279,,False,False,True,TRNMNT,
83211,2012,regular,2012-03-06T21:00:00.000Z,North Carolina Central,MEAC,Maryland Eastern Shore,MEAC,20112012,,False,199,,159,,True,True,True,TRNMNT,
83211,2012,regular,2012-03-06T21:00:00.000Z,Maryland Eastern Shore,MEAC,North Carolina Central,MEAC,20112012,,False,159,,199,,True,False,True,TRNMNT,
83212,2012,regular,2012-03-06T23:30:00.000Z,Bethune-Cookman,MEAC,South Carolina State,MEAC,20112012,,False,23,,267,,True,True,True,TRNMNT,
83212,2012,regular,2012-03-06T23:30:00.000Z,South Carolina State,MEAC,Bethune-Cookman,MEAC,20112012,,False,267,,23,,True,False,True,TRNMNT,
83213,2012,regular,2012-03-07T00:00:00.000Z,Saint Joseph's,A-10,Charlotte,A-10,20112012,,False,251,,48,,False,True,True,TRNMNT,
83213,2012,regular,2012-03-07T00:00:00.000Z,Charlotte,A-10,Saint Joseph's,A-10,20112012,,False,48,,251,,False,False,True,TRNMNT,
83213,2012,regular,2012-03-07T00:00:00.000Z,Saint Joseph's,A-10,Charlotte,CUSA,20112012,,False,251,,48,,False,True,True,TRNMNT,
83213,2012,regular,2012-03-07T00:00:00.000Z,Charlotte,CUSA,Saint Joseph's,A-10,20112012,,False,48,,251,,False,False,True,TRNMNT,
83214,2012,regular,2012-03-07T00:00:00.000Z,Seton Hall,Big East,Providence,Big East,20112012,,False,263,,235,,True,True,True,TRNMNT,
83214,2012,regular,2012-03-07T00:00:00.000Z,Providence,Big East,Seton Hall,Big East,20112012,,False,235,,263,,True,False,True,TRNMNT,
83215,2012,regular,2012-03-07T00:00:00.000Z,La Salle,A-10,Richmond,A-10,20112012,,False,137,,242,,False,True,True,TRNMNT,
83215,2012,regular,2012-03-07T00:00:00.000Z,Richmond,A-10,La Salle,A-10,20112012,,False,242,,137,,False,False,True,TRNMNT,
83216,2012,regular,2012-03-07T00:00:00.000Z,Dayton,A-10,George Washington,A-10,20112012,,False,64,,96,,False,True,True,TRNMNT,
83216,2012,regular,2012-03-07T00:00:00.000Z,George Washington,A-10,Dayton,A-10,20112012,,False,96,,64,,False,False,True,TRNMNT,
83217,2012,regular,2012-03-07T00:00:00.000Z,North Texas,Sun Belt,Western Kentucky,Sun Belt,20112012,,False,204,,350,,True,True,True,TRNMNT,
83217,2012,regular,2012-03-07T00:00:00.000Z,Western Kentucky,Sun Belt,North Texas,Sun Belt,20112012,,False,350,,204,,True,False,True,TRNMNT,
83218,2012,regular,2012-03-07T00:00:00.000Z,Massachusetts,A-10,Duquesne,A-10,20112012,,False,161,,73,,False,True,True,TRNMNT,
83218,2012,regular,2012-03-07T00:00:00.000Z,Duquesne,A-10,Massachusetts,A-10,20112012,,False,73,,161,,False,False,True,TRNMNT,
83219,2012,regular,2012-03-07T00:30:00.000Z,Weber State,Big Sky,Portland State,Big Sky,20112012,,False,345,,231,,True,True,True,TRNMNT,
83219,2012,regular,2012-03-07T00:30:00.000Z,Portland State,Big Sky,Weber State,Big Sky,20112012,,False,231,,345,,True,False,True,TRNMNT,
83220,2012,regular,2012-03-07T00:30:00.000Z,Princeton,Ivy,Pennsylvania,Ivy,20112012,,False,234,,227,,False,True,True,STD,
83220,2012,regular,2012-03-07T00:30:00.000Z,Pennsylvania,Ivy,Princeton,Ivy,20112012,,False,227,,234,,False,False,True,STD,
83221,2012,regular,2012-03-07T02:00:00.000Z,Valparaiso,Horizon,Detroit Mercy,Horizon,20112012,,False,335,,69,,False,True,True,TRNMNT,
83221,2012,regular,2012-03-07T02:00:00.000Z,Detroit Mercy,Horizon,Valparaiso,Horizon,20112012,,False,69,,335,,False,False,True,TRNMNT,
83222,2012,regular,2012-03-07T02:00:00.000Z,South Dakota State,Summit,Western Illinois,Summit,20112012,,False,270,,349,,True,True,True,TRNMNT,
83222,2012,regular,2012-03-07T02:00:00.000Z,Western Illinois,Summit,South Dakota State,Summit,20112012,,False,349,,270,,True,False,True,TRNMNT,
83223,2012,regular,2012-03-07T02:00:00.000Z,Coppin State,MEAC,Florida A&M,MEAC,20112012,,False,59,,85,,True,True,True,TRNMNT,
83223,2012,regular,2012-03-07T02:00:00.000Z,Florida A&M,MEAC,Coppin State,MEAC,20112012,,False,85,,59,,True,False,True,TRNMNT,
83224,2012,regular,2012-03-07T02:00:00.000Z,Rutgers,Big East,Villanova,Big East,20112012,,False,245,,338,,True,True,True,TRNMNT,
83224,2012,regular,2012-03-07T02:00:00.000Z,Villanova,Big East,Rutgers,Big East,20112012,,False,338,,245,,True,False,True,TRNMNT,
83225,2012,regular,2012-03-07T03:00:00.000Z,Montana,Big Sky,Eastern Washington,Big Sky,20112012,,False,179,,80,,False,True,True,TRNMNT,
83225,2012,regular,2012-03-07T03:00:00.000Z,Eastern Washington,Big Sky,Montana,Big Sky,20112012,,False,80,,179,,False,False,True,TRNMNT,
83226,2012,regular,2012-03-07T17:00:00.000Z,West Virginia,Big East,UConn,Big East,20112012,,False,347,,314,,True,True,True,TRNMNT,
83226,2012,regular,2012-03-07T17:00:00.000Z,UConn,Big East,West Virginia,Big East,20112012,,False,314,,347,,True,False,True,TRNMNT,
83227,2012,regular,2012-03-07T18:00:00.000Z,Stephen F. Austin,Southland,Sam Houston,Southland,20112012,,False,282,,255,,True,True,True,TRNMNT,
83227,2012,regular,2012-03-07T18:00:00.000Z,Sam Houston,Southland,Stephen F. Austin,Southland,20112012,,False,255,,282,,True,False,True,TRNMNT,
83228,2012,regular,2012-03-07T18:00:00.000Z,Rice,CUSA,East Carolina,CUSA,20112012,,False,241,,74,,True,True,True,TRNMNT,
83228,2012,regular,2012-03-07T18:00:00.000Z,East Carolina,CUSA,Rice,CUSA,20112012,,False,74,,241,,True,False,True,TRNMNT,
83229,2012,regular,2012-03-07T18:30:00.000Z,Texas Southern,SWAC,Alabama A&M,SWAC,20112012,,False,296,,4,,True,True,True,TRNMNT,
83229,2012,regular,2012-03-07T18:30:00.000Z,Alabama A&M,SWAC,Texas Southern,SWAC,20112012,,False,4,,296,,True,False,True,TRNMNT,
83230,2012,regular,2012-03-07T19:00:00.000Z,Georgetown,Big East,Pittsburgh,Big East,20112012,,False,97,,229,,True,True,True,TRNMNT,
83230,2012,regular,2012-03-07T19:00:00.000Z,Pittsburgh,Big East,Georgetown,Big East,20112012,,False,229,,97,,True,False,True,TRNMNT,
83231,2012,regular,2012-03-07T20:00:00.000Z,Washington State,Pac-12,Oregon State,Pac-12,20112012,,False,344,,224,,True,True,True,TRNMNT,
83231,2012,regular,2012-03-07T20:00:00.000Z,Oregon State,Pac-12,Washington State,Pac-12,20112012,,False,224,,344,,True,False,True,TRNMNT,
83232,2012,regular,2012-03-07T20:30:00.000Z,Lamar,Southland,Northwestern State,Southland,20112012,,False,139,,211,,True,True,True,TRNMNT,
83232,2012,regular,2012-03-07T20:30:00.000Z,Northwestern State,Southland,Lamar,Southland,20112012,,False,211,,139,,True,False,True,TRNMNT,
83233,2012,regular,2012-03-07T20:30:00.000Z,Marshall,CUSA,SMU,CUSA,20112012,,False,158,,248,,True,True,True,TRNMNT,
83233,2012,regular,2012-03-07T20:30:00.000Z,SMU,CUSA,Marshall,CUSA,20112012,,False,248,,158,,True,False,True,TRNMNT,
83234,2012,regular,2012-03-07T22:30:00.000Z,UCLA,Pac-12,USC,Pac-12,20112012,,False,313,,323,,True,True,True,TRNMNT,
83234,2012,regular,2012-03-07T22:30:00.000Z,USC,Pac-12,UCLA,Pac-12,20112012,,False,323,,313,,True,False,True,TRNMNT,
83235,2012,regular,2012-03-07T23:00:00.000Z,Savannah State,MEAC,Hampton,MEAC,20112012,,False,380,,106,,True,True,True,TRNMNT,
83235,2012,regular,2012-03-07T23:00:00.000Z,Hampton,MEAC,Savannah State,MEAC,20112012,,False,106,,380,,True,False,True,TRNMNT,
83236,2012,regular,2012-03-08T00:00:00.000Z,LIU Brooklyn,,Robert Morris,NEC,20112012,,False,1243,,244,,False,True,False,TRNMNT,
83236,2012,regular,2012-03-08T00:00:00.000Z,Robert Morris,NEC,LIU Brooklyn,,20112012,,False,244,,1243,,False,False,False,TRNMNT,
83237,2012,regular,2012-03-08T00:00:00.000Z,Western Michigan,MAC,Northern Illinois,MAC,20112012,,False,351,,208,,True,True,True,TRNMNT,
83237,2012,regular,2012-03-08T00:00:00.000Z,Northern Illinois,MAC,Western Michigan,MAC,20112012,,False,208,,351,,True,False,True,TRNMNT,
83238,2012,regular,2012-03-08T00:00:00.000Z,Long Island University,NEC,Robert Morris,NEC,20112012,,False,146,,244,,False,True,True,TRNMNT,
83238,2012,regular,2012-03-08T00:00:00.000Z,Robert Morris,NEC,Long Island University,NEC,20112012,,False,244,,146,,False,False,True,TRNMNT,
83239,2012,regular,2012-03-08T00:00:00.000Z,Bucknell,Patriot,Lehigh,Patriot,20112012,,False,32,,141,,False,True,True,TRNMNT,
83239,2012,regular,2012-03-08T00:00:00.000Z,Lehigh,Patriot,Bucknell,Patriot,20112012,,False,141,,32,,False,False,True,TRNMNT,
83240,2012,regular,2012-03-08T00:00:00.000Z,UT Arlington,Southland,Nicholls,Southland,20112012,,False,324,,195,,True,True,True,TRNMNT,
83240,2012,regular,2012-03-08T00:00:00.000Z,Nicholls,Southland,UT Arlington,Southland,20112012,,False,195,,324,,True,False,True,TRNMNT,
83241,2012,regular,2012-03-08T00:00:00.000Z,Oklahoma,Big 12,Texas A&M,Big 12,20112012,,False,217,,293,,True,True,True,TRNMNT,
83241,2012,regular,2012-03-08T00:00:00.000Z,Texas A&M,Big 12,Oklahoma,Big 12,20112012,,False,293,,217,,True,False,True,TRNMNT,
83242,2012,regular,2012-03-08T00:00:00.000Z,Louisville,Big East,Seton Hall,Big East,20112012,,False,150,,263,,True,True,True,TRNMNT,
83242,2012,regular,2012-03-08T00:00:00.000Z,Seton Hall,Big East,Louisville,Big East,20112012,,False,263,,150,,True,False,True,TRNMNT,
83243,2012,regular,2012-03-08T00:30:00.000Z,UTEP,CUSA,Houston,CUSA,20112012,,False,327,,113,,True,True,True,TRNMNT,
83243,2012,regular,2012-03-08T00:30:00.000Z,Houston,CUSA,UTEP,CUSA,20112012,,False,113,,327,,True,False,True,TRNMNT,
83244,2012,regular,2012-03-08T01:00:00.000Z,Norfolk State,MEAC,Howard,MEAC,20112012,,False,196,,114,,True,True,True,TRNMNT,
83244,2012,regular,2012-03-08T01:00:00.000Z,Howard,MEAC,Norfolk State,MEAC,20112012,,False,114,,196,,True,False,True,TRNMNT,
83245,2012,regular,2012-03-08T02:00:00.000Z,Mississippi Valley State,SWAC,Jackson State,SWAC,20112012,,False,175,,126,,True,True,True,TRNMNT,
83245,2012,regular,2012-03-08T02:00:00.000Z,Jackson State,SWAC,Mississippi Valley State,SWAC,20112012,,False,126,,175,,True,False,True,TRNMNT,
83246,2012,regular,2012-03-08T02:00:00.000Z,Montana,Big Sky,Weber State,Big Sky,20112012,,False,179,,345,,False,True,True,TRNMNT,
83246,2012,regular,2012-03-08T02:00:00.000Z,Weber State,Big Sky,Montana,Big Sky,20112012,,False,345,,179,,False,False,True,TRNMNT,
83247,2012,regular,2012-03-08T02:00:00.000Z,South Florida,Big East,Villanova,Big East,20112012,,False,271,,338,,True,True,True,TRNMNT,
83247,2012,regular,2012-03-08T02:00:00.000Z,Villanova,Big East,South Florida,Big East,20112012,,False,338,,271,,True,False,True,TRNMNT,
83248,2012,regular,2012-03-08T02:00:00.000Z,Stanford,Pac-12,Arizona State,Pac-12,20112012,,False,281,,10,,True,True,True,TRNMNT,
83248,2012,regular,2012-03-08T02:00:00.000Z,Arizona State,Pac-12,Stanford,Pac-12,20112012,,False,10,,281,,True,False,True,TRNMNT,
83249,2012,regular,2012-03-08T02:30:00.000Z,Toledo,MAC,Central Michigan,MAC,20112012,,False,300,,45,,True,True,True,TRNMNT,
83249,2012,regular,2012-03-08T02:30:00.000Z,Central Michigan,MAC,Toledo,MAC,20112012,,False,45,,300,,True,False,True,TRNMNT,
83250,2012,regular,2012-03-08T02:30:00.000Z,McNeese,Southland,UTSA,Southland,20112012,,False,162,,328,,True,True,True,TRNMNT,
83250,2012,regular,2012-03-08T02:30:00.000Z,UTSA,Southland,McNeese,Southland,20112012,,False,328,,162,,True,False,True,TRNMNT,
83251,2012,regular,2012-03-08T02:30:00.000Z,Oklahoma State,Big 12,Texas Tech,Big 12,20112012,,False,218,,298,,True,True,True,TRNMNT,
83251,2012,regular,2012-03-08T02:30:00.000Z,Texas Tech,Big 12,Oklahoma State,Big 12,20112012,,False,298,,218,,True,False,True,TRNMNT,
83252,2012,regular,2012-03-08T03:00:00.000Z,UAB,CUSA,Tulane,CUSA,20112012,,False,305,,303,,True,True,True,TRNMNT,
83252,2012,regular,2012-03-08T03:00:00.000Z,Tulane,CUSA,UAB,CUSA,20112012,,False,303,,305,,True,False,True,TRNMNT,
83253,2012,regular,2012-03-08T04:30:00.000Z,Colorado,Pac-12,Utah,Pac-12,20112012,,False,56,,331,,True,True,True,TRNMNT,
83253,2012,regular,2012-03-08T04:30:00.000Z,Utah,Pac-12,Colorado,Pac-12,20112012,,False,331,,56,,True,False,True,TRNMNT,
83254,2012,regular,2012-03-08T16:30:00.000Z,Iowa,Big Ten,Illinois,Big Ten,20112012,,False,124,,118,,True,True,True,TRNMNT,
83254,2012,regular,2012-03-08T16:30:00.000Z,Illinois,Big Ten,Iowa,Big Ten,20112012,,False,118,,124,,True,False,True,TRNMNT,
83255,2012,regular,2012-03-08T17:00:00.000Z,Syracuse,Big East,UConn,Big East,20112012,,False,286,,314,,True,True,True,TRNMNT,
83255,2012,regular,2012-03-08T17:00:00.000Z,UConn,Big East,Syracuse,Big East,20112012,,False,314,,286,,True,False,True,TRNMNT,
83256,2012,regular,2012-03-08T17:00:00.000Z,Maryland,ACC,Wake Forest,ACC,20112012,,False,160,,342,,True,True,True,TRNMNT,
83256,2012,regular,2012-03-08T17:00:00.000Z,Wake Forest,ACC,Maryland,ACC,20112012,,False,342,,160,,True,False,True,TRNMNT,
83257,2012,regular,2012-03-08T17:30:00.000Z,Baylor,Big 12,Kansas State,Big 12,20112012,,False,20,,132,,True,True,True,TRNMNT,
83257,2012,regular,2012-03-08T17:30:00.000Z,Kansas State,Big 12,Baylor,Big 12,20112012,,False,132,,20,,True,False,True,TRNMNT,
83258,2012,regular,2012-03-08T18:00:00.000Z,Southern Miss,CUSA,East Carolina,CUSA,20112012,,False,275,,74,,True,True,True,TRNMNT,
83258,2012,regular,2012-03-08T18:00:00.000Z,East Carolina,CUSA,Southern Miss,CUSA,20112012,,False,74,,275,,True,False,True,TRNMNT,
83259,2012,regular,2012-03-08T18:00:00.000Z,LSU,SEC,Arkansas,SEC,20112012,,False,136,,12,,True,True,True,TRNMNT,
83259,2012,regular,2012-03-08T18:00:00.000Z,Arkansas,SEC,LSU,SEC,20112012,,False,12,,136,,True,False,True,TRNMNT,
83260,2012,regular,2012-03-08T18:30:00.000Z,Prairie View A&M,SWAC,Alcorn State,SWAC,20112012,,False,232,,7,,True,True,True,TRNMNT,
83260,2012,regular,2012-03-08T18:30:00.000Z,Alcorn State,SWAC,Prairie View A&M,SWAC,20112012,,False,7,,232,,True,False,True,TRNMNT,
83261,2012,regular,2012-03-08T18:55:00.000Z,Indiana,Big Ten,Penn State,Big Ten,20112012,,False,121,,226,,True,True,True,TRNMNT,
83261,2012,regular,2012-03-08T18:55:00.000Z,Penn State,Big Ten,Indiana,Big Ten,20112012,,False,226,,121,,True,False,True,TRNMNT,
83262,2012,regular,2012-03-08T19:00:00.000Z,NC State,ACC,Boston College,ACC,20112012,,False,185,,26,,True,True,True,TRNMNT,
83262,2012,regular,2012-03-08T19:00:00.000Z,Boston College,ACC,NC State,ACC,20112012,,False,26,,185,,True,False,True,TRNMNT,
83263,2012,regular,2012-03-08T19:30:00.000Z,Kansas,Big 12,Texas A&M,Big 12,20112012,,False,131,,293,,True,True,True,TRNMNT,
83263,2012,regular,2012-03-08T19:30:00.000Z,Texas A&M,Big 12,Kansas,Big 12,20112012,,False,293,,131,,True,False,True,TRNMNT,
83264,2012,regular,2012-03-08T19:31:00.000Z,Cincinnati,Big East,Georgetown,Big East,20112012,,False,51,,97,,True,True,True,TRNMNT,
83264,2012,regular,2012-03-08T19:31:00.000Z,Georgetown,Big East,Cincinnati,Big East,20112012,,False,97,,51,,True,False,True,TRNMNT,
83266,2012,regular,2012-03-08T20:00:00.000Z,Washington,Pac-12,Oregon State,Pac-12,20112012,,False,343,,224,,True,True,True,TRNMNT,
83266,2012,regular,2012-03-08T20:00:00.000Z,Oregon State,Pac-12,Washington,Pac-12,20112012,,False,224,,343,,True,False,True,TRNMNT,
83267,2012,regular,2012-03-08T20:00:00.000Z,Idaho,Big Sky,Hawai'i,WAC,20112012,,False,117,,108,,True,True,True,TRNMNT,
83267,2012,regular,2012-03-08T20:00:00.000Z,Hawai'i,WAC,Idaho,Big Sky,20112012,,False,108,,117,,True,False,True,TRNMNT,
83268,2012,regular,2012-03-08T20:00:00.000Z,San Diego State,Mountain West,Boise State,Mountain West,20112012,,False,257,,25,,True,True,True,TRNMNT,
83268,2012,regular,2012-03-08T20:00:00.000Z,Boise State,Mountain West,San Diego State,Mountain West,20112012,,False,25,,257,,True,False,True,TRNMNT,
83267,2012,regular,2012-03-08T20:00:00.000Z,Idaho,WAC,Hawai'i,WAC,20112012,,False,117,,108,,True,True,True,TRNMNT,
83267,2012,regular,2012-03-08T20:00:00.000Z,Hawai'i,WAC,Idaho,WAC,20112012,,False,108,,117,,True,False,True,TRNMNT,
83265,2012,regular,2012-03-08T20:00:00.000Z,UC Santa Barbara,Big West,Pacific,Big West,20112012,,False,311,,225,,True,True,True,TRNMNT,
83265,2012,regular,2012-03-08T20:00:00.000Z,Pacific,Big West,UC Santa Barbara,Big West,20112012,,False,225,,311,,True,False,True,TRNMNT,
83265,2012,regular,2012-03-08T20:00:00.000Z,UC Santa Barbara,Big West,Pacific,WCC,20112012,,False,311,,225,,True,True,True,TRNMNT,
83265,2012,regular,2012-03-08T20:00:00.000Z,Pacific,WCC,UC Santa Barbara,Big West,20112012,,False,225,,311,,True,False,True,TRNMNT,
83270,2012,regular,2012-03-08T20:30:00.000Z,Alabama,SEC,South Carolina,SEC,20112012,,False,5,,266,,True,True,True,TRNMNT,
83270,2012,regular,2012-03-08T20:30:00.000Z,South Carolina,SEC,Alabama,SEC,20112012,,False,266,,5,,True,False,True,TRNMNT,
83269,2012,regular,2012-03-08T20:30:00.000Z,NJIT,Great West,Houston Christian,Great West,20112012,,False,186,,112,,True,True,True,TRNMNT,
83269,2012,regular,2012-03-08T20:30:00.000Z,Houston Christian,Great West,NJIT,Great West,20112012,,False,112,,186,,True,False,True,TRNMNT,
83271,2012,regular,2012-03-08T20:53:00.000Z,Tulsa,CUSA,Marshall,CUSA,20112012,,False,304,,158,,True,True,True,TRNMNT,
83271,2012,regular,2012-03-08T20:53:00.000Z,Marshall,CUSA,Tulsa,CUSA,20112012,,False,158,,304,,True,False,True,TRNMNT,
83274,2012,regular,2012-03-08T22:30:00.000Z,Northwestern,Big Ten,Minnesota,Big Ten,20112012,,False,212,,173,,True,True,True,TRNMNT,
83274,2012,regular,2012-03-08T22:30:00.000Z,Minnesota,Big Ten,Northwestern,Big Ten,20112012,,False,173,,212,,True,False,True,TRNMNT,
83272,2012,regular,2012-03-08T22:30:00.000Z,Cal State Fullerton,Big West,UC Irvine,Big West,20112012,,False,37,,308,,True,True,True,TRNMNT,
83272,2012,regular,2012-03-08T22:30:00.000Z,UC Irvine,Big West,Cal State Fullerton,Big West,20112012,,False,308,,37,,True,False,True,TRNMNT,
83273,2012,regular,2012-03-08T22:30:00.000Z,New Mexico State,WAC,Fresno State,WAC,20112012,,False,192,,92,,True,True,True,TRNMNT,
83273,2012,regular,2012-03-08T22:30:00.000Z,Fresno State,WAC,New Mexico State,WAC,20112012,,False,92,,192,,True,False,True,TRNMNT,
83275,2012,regular,2012-03-08T22:30:00.000Z,Colorado State,Mountain West,TCU,Mountain West,20112012,,False,57,,287,,True,True,True,TRNMNT,
83275,2012,regular,2012-03-08T22:30:00.000Z,TCU,Mountain West,Colorado State,Mountain West,20112012,,False,287,,57,,True,False,True,TRNMNT,
83276,2012,regular,2012-03-08T23:00:00.000Z,Delaware State,MEAC,Florida A&M,MEAC,20112012,,False,67,,85,,True,True,True,TRNMNT,
83276,2012,regular,2012-03-08T23:00:00.000Z,Florida A&M,MEAC,Delaware State,MEAC,20112012,,False,85,,67,,True,False,True,TRNMNT,
83277,2012,regular,2012-03-08T23:01:00.000Z,Arizona,Pac-12,UCLA,Pac-12,20112012,,False,11,,313,,True,True,True,TRNMNT,
83277,2012,regular,2012-03-08T23:01:00.000Z,UCLA,Pac-12,Arizona,Pac-12,20112012,,False,313,,11,,True,False,True,TRNMNT,
83282,2012,regular,2012-03-09T00:00:00.000Z,Missouri,Big 12,Oklahoma State,Big 12,20112012,,False,177,,218,,True,True,True,TRNMNT,
83282,2012,regular,2012-03-09T00:00:00.000Z,Oklahoma State,Big 12,Missouri,Big 12,20112012,,False,218,,177,,True,False,True,TRNMNT,
83278,2012,regular,2012-03-09T00:00:00.000Z,Stephen F. Austin,Southland,Lamar,Southland,20112012,,False,282,,139,,True,True,True,TRNMNT,
83278,2012,regular,2012-03-09T00:00:00.000Z,Lamar,Southland,Stephen F. Austin,Southland,20112012,,False,139,,282,,True,False,True,TRNMNT,
83279,2012,regular,2012-03-09T00:00:00.000Z,Kent State,MAC,Western Michigan,MAC,20112012,,False,134,,351,,True,True,True,TRNMNT,
83279,2012,regular,2012-03-09T00:00:00.000Z,Western Michigan,MAC,Kent State,MAC,20112012,,False,351,,134,,True,False,True,TRNMNT,
83280,2012,regular,2012-03-09T00:00:00.000Z,Marquette,Big East,Louisville,Big East,20112012,,False,157,,150,,True,True,True,TRNMNT,
83280,2012,regular,2012-03-09T00:00:00.000Z,Louisville,Big East,Marquette,Big East,20112012,,False,150,,157,,True,False,True,TRNMNT,
83281,2012,regular,2012-03-09T00:00:00.000Z,Clemson,ACC,Virginia Tech,ACC,20112012,,False,52,,340,,True,True,True,TRNMNT,
83281,2012,regular,2012-03-09T00:00:00.000Z,Virginia Tech,ACC,Clemson,ACC,20112012,,False,340,,52,,True,False,True,TRNMNT,
83283,2012,regular,2012-03-09T00:30:00.000Z,Ole Miss,SEC,Auburn,SEC,20112012,,False,220,,16,,True,True,True,TRNMNT,
83283,2012,regular,2012-03-09T00:30:00.000Z,Auburn,SEC,Ole Miss,SEC,20112012,,False,16,,220,,True,False,True,TRNMNT,
83284,2012,regular,2012-03-09T00:45:00.000Z,Memphis,CUSA,UTEP,CUSA,20112012,,False,163,,327,,False,True,True,TRNMNT,
83284,2012,regular,2012-03-09T00:45:00.000Z,UTEP,CUSA,Memphis,CUSA,20112012,,False,327,,163,,False,False,True,TRNMNT,
83285,2012,regular,2012-03-09T01:04:00.000Z,Purdue,Big Ten,Nebraska,Big Ten,20112012,,False,236,,188,,True,True,True,TRNMNT,
83285,2012,regular,2012-03-09T01:04:00.000Z,Nebraska,Big Ten,Purdue,Big Ten,20112012,,False,188,,236,,True,False,True,TRNMNT,
83286,2012,regular,2012-03-09T01:35:00.000Z,Bethune-Cookman,MEAC,North Carolina Central,MEAC,20112012,,False,23,,199,,True,True,True,TRNMNT,
83286,2012,regular,2012-03-09T01:35:00.000Z,North Carolina Central,MEAC,Bethune-Cookman,MEAC,20112012,,False,199,,23,,True,False,True,TRNMNT,
83289,2012,regular,2012-03-09T02:00:00.000Z,Long Beach State,Big West,UC Davis,Big West,20112012,,False,145,,307,,True,True,True,TRNMNT,
83289,2012,regular,2012-03-09T02:00:00.000Z,UC Davis,Big West,Long Beach State,Big West,20112012,,False,307,,145,,True,False,True,TRNMNT,
83287,2012,regular,2012-03-09T02:00:00.000Z,Nevada,WAC,San José State,WAC,20112012,,False,189,,260,,True,True,True,TRNMNT,
83287,2012,regular,2012-03-09T02:00:00.000Z,San José State,WAC,Nevada,WAC,20112012,,False,260,,189,,True,False,True,TRNMNT,
83288,2012,regular,2012-03-09T02:00:00.000Z,Alabama State,SWAC,Arkansas-Pine Bluff,SWAC,20112012,,False,6,,14,,True,True,True,TRNMNT,
